Date,Category,Type,Amount
2023-10-28,Marketing,Expense,813.51
2023-08-24,Marketing,Revenue,9428.01
2024-06-05,Product Sales,Expense,5547.64
2024-05-24,Service Fees,Expense,532.27
2023-12-01,Product Sales,Expense,2111.15
2023-01-23,Utilities,Revenue,3463.05
2023-07-05,Service Fees,Expense,5721.69
2024-06-25,Salaries,Revenue,493.98
2023-01-29,Service Fees,Revenue,5220.22
2023-06-18,Software Licenses,Expense,6269.85
2024-04-16,Product Sales,Revenue,9600.66
2024-10-05,Salaries,Expense,6216.11
2024-10-12,Salaries,Expense,8899.28
2023-03-22,Product Sales,Revenue,8287.45
2024-06-22,Salaries,Expense,8370.89
2023-07-09,Product Sales,Expense,5337.1
2023-01-05,Utilities,Expense,5890.8
2024-08-20,Marketing,Expense,4632.51
2023-05-12,Office Rent,Revenue,9853.48
2024-06-16,Utilities,Revenue,5879.55
2023-04-23,Product Sales,Revenue,7901.66
2024-01-23,Utilities,Expense,6859.8
2024-11-11,Service Fees,Expense,10096.69
2023-10-15,Software Licenses,Revenue,4432.61
2023-10-09,Marketing,Expense,966.9
2024-07-10,Utilities,Expense,3817.82
2024-10-09,Product Sales,Revenue,2052.05
2023-12-17,Utilities,Expense,9357.89
2023-01-08,Salaries,Revenue,2040.21
2023-09-09,Office Rent,Revenue,7237.59
2024-04-27,Software Licenses,Revenue,6826.55
2024-04-15,Software Licenses,Revenue,8036.55
2023-08-02,Utilities,Revenue,5432.4
2023-03-19,Product Sales,Revenue,8203.9
2023-04-18,Utilities,Revenue,1948.3
2023-07-03,Product Sales,Revenue,9463.56
2023-07-01,Salaries,Expense,1116.76
2023-08-05,Software Licenses,Expense,1741.77
2023-08-21,Product Sales,Expense,2044.32
2024-10-19,Marketing,Expense,4809.91
2024-12-16,Marketing,Revenue,9128.6
2023-03-19,Software Licenses,Expense,9227.3
2023-08-18,Service Fees,Revenue,8688.98
2024-03-10,Product Sales,Revenue,8706.61
2023-06-20,Office Rent,Revenue,4099.94
2024-06-17,Marketing,Revenue,5190.92
2024-11-14,Marketing,Revenue,3983.52
2023-03-23,Service Fees,Expense,125.83
2024-02-19,Salaries,Expense,337.86
2023-12-11,Office Rent,Expense,3916.33
2024-01-26,Utilities,Revenue,4728.44
2024-09-21,Office Rent,Expense,10098.72
2023-02-22,Software Licenses,Expense,9041.26
2023-05-03,Software Licenses,Expense,8824.22
2024-10-23,Office Rent,Expense,6626.27
2023-04-28,Salaries,Revenue,3390.0
2023-04-09,Office Rent,Revenue,4246.25
2024-11-29,Utilities,Expense,6357.58
2024-11-20,Product Sales,Revenue,7658.06
2024-07-13,Service Fees,Expense,5969.67
2024-03-03,Software Licenses,Expense,1795.25
2024-07-13,Service Fees,Revenue,6046.53
2023-11-19,Office Rent,Revenue,7935.05
2024-10-09,Salaries,Revenue,8663.17
2024-01-01,Salaries,Expense,7070.52
2023-03-16,Salaries,Expense,2836.69
2023-04-07,Service Fees,Expense,1389.05
2024-02-20,Office Rent,Revenue,7841.4
2024-10-14,Utilities,Expense,3292.0
2024-04-03,Service Fees,Revenue,2054.51
2023-04-12,Software Licenses,Revenue,2076.49
2023-06-03,Marketing,Revenue,2744.95
2024-08-02,Software Licenses,Revenue,6045.84
2024-06-01,Product Sales,Expense,1234.17
2023-02-27,Software Licenses,Revenue,7415.26
2023-03-19,Office Rent,Expense,8362.66
2024-02-09,Service Fees,Revenue,9311.46
2024-01-12,Marketing,Expense,7306.7
2023-03-20,Salaries,Expense,8771.44
2024-01-16,Software Licenses,Expense,8383.22
2024-07-29,Utilities,Expense,9546.14
2023-06-12,Marketing,Expense,6818.13
2023-06-04,Office Rent,Expense,7020.89
2023-01-25,Utilities,Revenue,7980.29
2023-08-05,Service Fees,Revenue,6549.11
2024-06-06,Marketing,Revenue,6020.25
2024-02-28,Office Rent,Revenue,1009.47
2024-02-17,Marketing,Revenue,6557.91
2023-03-17,Office Rent,Expense,4234.36
2023-02-05,Office Rent,Expense,656.83
2023-03-24,Utilities,Revenue,4845.09
2024-01-22,Product Sales,Expense,4242.45
2023-11-09,Marketing,Revenue,9110.29
2024-04-15,Product Sales,Revenue,6869.66
2023-01-19,Software Licenses,Revenue,5401.78
2024-07-07,Service Fees,Revenue,6041.5
2023-07-09,Office Rent,Expense,9304.31
2024-12-15,Utilities,Expense,5478.42
2024-09-29,Software Licenses,Expense,5072.08
2023-02-01,Product Sales,Expense,9051.92
2023-07-20,Product Sales,Expense,4353.41
2024-08-03,Product Sales,Revenue,8967.57
2023-11-21,Marketing,Expense,4294.06
2023-10-10,Office Rent,Revenue,5862.39
2023-04-11,Utilities,Expense,7487.18
2024-08-08,Software Licenses,Expense,10346.58
2023-06-03,Office Rent,Revenue,9526.68
2023-06-14,Salaries,Expense,3212.85
2024-03-10,Marketing,Expense,3708.01
2023-07-26,Utilities,Expense,1284.92
2023-01-24,Office Rent,Expense,2083.15
2024-04-08,Office Rent,Expense,8078.21
2024-10-24,Marketing,Revenue,1064.42
2023-10-01,Software Licenses,Revenue,2714.74
2024-05-21,Marketing,Expense,5232.96
2024-08-11,Marketing,Revenue,7926.78
2023-05-16,Marketing,Revenue,7835.66
2024-06-22,Office Rent,Expense,1671.84
2023-01-27,Salaries,Expense,1220.57
2024-07-02,Software Licenses,Revenue,7185.69
2023-06-24,Marketing,Expense,1235.63
2023-09-28,Service Fees,Expense,10477.97
2023-01-11,Product Sales,Expense,5323.82
2023-05-17,Product Sales,Expense,9729.35
2024-10-12,Marketing,Revenue,3876.64
2023-06-04,Product Sales,Expense,5588.12
2024-02-01,Product Sales,Revenue,2990.21
2023-02-26,Service Fees,Expense,4827.94
2024-08-29,Office Rent,Expense,4218.65
2024-12-09,Utilities,Revenue,7247.81
2023-04-28,Office Rent,Expense,2878.04
2024-12-06,Product Sales,Revenue,9468.34
2024-11-04,Office Rent,Expense,10471.52
2024-12-14,Software Licenses,Expense,7900.89
2024-06-19,Software Licenses,Expense,6825.65
2023-06-28,Software Licenses,Expense,3332.36
2023-03-19,Salaries,Revenue,4264.16
2023-05-30,Office Rent,Revenue,7442.41
2023-08-20,Office Rent,Revenue,6629.84
2023-07-25,Service Fees,Revenue,7895.5
2023-01-25,Software Licenses,Expense,5407.63
2023-02-23,Office Rent,Expense,7692.0
2024-12-06,Office Rent,Expense,5868.13
2024-03-26,Software Licenses,Expense,9135.26
2024-01-09,Service Fees,Expense,2513.75
2023-10-19,Service Fees,Expense,5051.28
2023-11-10,Product Sales,Expense,3279.73
2023-05-25,Office Rent,Revenue,9532.63
2023-05-23,Office Rent,Expense,3655.58
2024-12-09,Software Licenses,Expense,8457.11
2024-04-25,Salaries,Revenue,3748.06
2024-05-20,Software Licenses,Revenue,7464.02
2023-12-20,Product Sales,Revenue,6074.28
2024-10-27,Salaries,Revenue,2083.43
2023-03-15,Service Fees,Expense,8397.73
2023-12-07,Service Fees,Expense,6150.27
2024-07-21,Marketing,Expense,917.12
2023-02-03,Salaries,Expense,1778.35
2023-02-16,Marketing,Expense,5459.68
2024-04-10,Marketing,Revenue,5956.13
2024-08-08,Salaries,Revenue,9742.59
2023-05-30,Marketing,Revenue,2581.73
2023-03-20,Product Sales,Revenue,7913.29
2024-04-25,Software Licenses,Expense,2974.91
2024-01-15,Marketing,Expense,2528.01
2024-10-16,Office Rent,Revenue,10021.01
2023-12-02,Salaries,Expense,10506.07
2024-09-21,Office Rent,Expense,5721.52
2024-12-12,Salaries,Revenue,3802.5
2024-10-27,Marketing,Expense,7427.81
2024-12-15,Software Licenses,Revenue,9835.83
2023-06-17,Software Licenses,Expense,2973.83
2024-04-03,Product Sales,Revenue,689.31
2024-01-26,Office Rent,Expense,7632.4
2024-04-18,Service Fees,Expense,8733.92
2024-03-26,Utilities,Expense,2099.72
2023-07-17,Marketing,Revenue,3696.59
2024-10-12,Salaries,Revenue,10265.62
2023-12-04,Product Sales,Expense,4959.55
2023-08-29,Product Sales,Revenue,6680.22
2024-11-11,Product Sales,Expense,9373.48
2023-03-23,Software Licenses,Expense,617.25
2024-12-21,Salaries,Expense,8745.63
2024-03-18,Salaries,Revenue,2428.75
2024-03-09,Service Fees,Revenue,3292.93
2024-01-06,Service Fees,Revenue,3031.35
2024-11-29,Salaries,Expense,5779.38
2023-02-16,Utilities,Revenue,4559.61
2024-04-21,Marketing,Expense,6503.73
2024-11-11,Software Licenses,Expense,2131.0
2024-06-30,Service Fees,Expense,6328.84
2023-12-20,Service Fees,Revenue,8866.99
2024-09-06,Service Fees,Revenue,3003.74
2024-12-17,Utilities,Revenue,2398.05
2024-04-04,Service Fees,Expense,2655.02
2023-11-24,Salaries,Expense,6861.44
2023-06-17,Utilities,Expense,2567.19
2023-03-07,Salaries,Expense,2309.11
2023-05-22,Service Fees,Revenue,9294.65
2023-09-12,Office Rent,Expense,3278.26
2023-01-30,Utilities,Expense,10736.91
2024-10-01,Office Rent,Revenue,2928.49
2024-10-29,Office Rent,Revenue,3811.81
2024-01-20,Salaries,Revenue,3751.68
2024-04-29,Service Fees,Expense,4125.66
2023-02-16,Software Licenses,Revenue,9912.55
2024-05-07,Salaries,Revenue,5698.51
2023-10-02,Service Fees,Expense,7048.62
2024-02-16,Salaries,Expense,4968.76
2023-07-28,Marketing,Revenue,9053.84
2024-12-13,Software Licenses,Revenue,10949.84
2023-11-03,Product Sales,Revenue,7304.52
2024-07-14,Product Sales,Expense,6260.7
2023-08-24,Utilities,Expense,9562.12
2023-01-20,Utilities,Expense,1918.15
2023-02-13,Marketing,Revenue,7726.47
2024-09-30,Salaries,Revenue,6709.42
2023-09-20,Office Rent,Expense,358.17
2024-05-04,Product Sales,Expense,4434.88
2024-09-07,Office Rent,Revenue,8483.81
2024-01-20,Software Licenses,Expense,9426.25
2024-03-30,Software Licenses,Revenue,7012.01
2024-07-11,Marketing,Revenue,4530.01
2024-10-22,Salaries,Revenue,2223.68
2023-11-21,Salaries,Revenue,6684.66
2024-01-26,Marketing,Expense,1281.32
2023-07-31,Product Sales,Expense,8844.07
2023-08-25,Marketing,Expense,9361.18
2023-08-05,Marketing,Revenue,8184.9
2023-06-10,Salaries,Expense,3245.06
2023-07-22,Service Fees,Expense,9846.2
2023-08-03,Utilities,Expense,9037.2
2023-05-15,Software Licenses,Expense,2448.04
2023-07-19,Marketing,Revenue,8454.64
2023-08-27,Utilities,Revenue,10400.66
2024-05-21,Product Sales,Expense,8554.23
2023-10-27,Utilities,Revenue,6070.42
2024-07-07,Software Licenses,Revenue,5738.08
2024-10-31,Office Rent,Expense,9094.94
2023-10-16,Software Licenses,Revenue,9149.11
2023-07-24,Service Fees,Expense,2779.81
2024-03-30,Software Licenses,Revenue,10202.32
2023-02-25,Service Fees,Expense,3754.99
2024-03-17,Service Fees,Revenue,4671.82
2024-08-09,Office Rent,Revenue,3110.51
2024-07-29,Salaries,Expense,5101.66
2024-08-10,Office Rent,Revenue,7711.24
2024-10-18,Salaries,Expense,7977.53
2023-02-19,Service Fees,Expense,5019.06
2024-08-30,Product Sales,Expense,8539.62
2023-06-11,Marketing,Revenue,3347.21
2023-02-12,Office Rent,Expense,8122.67
2023-09-30,Software Licenses,Revenue,9910.14
2024-05-03,Marketing,Expense,9661.85
2023-08-15,Marketing,Expense,8480.37
2024-10-28,Service Fees,Revenue,5274.96
2024-12-13,Marketing,Revenue,4574.68
2024-10-06,Software Licenses,Expense,682.42
2023-07-31,Office Rent,Expense,7174.93
2023-04-28,Product Sales,Revenue,8165.74
2023-01-13,Product Sales,Expense,6300.78
2024-05-09,Utilities,Revenue,5569.55
2022-12-30,Service Fees,Revenue,1999.43
2023-03-09,Utilities,Expense,4815.17
2022-12-30,Service Fees,Revenue,6174.07
2024-05-26,Office Rent,Expense,7023.0
2023-12-15,Utilities,Revenue,6049.7
2024-01-08,Utilities,Expense,7218.92
2023-08-27,Office Rent,Expense,2744.87
2023-11-23,Utilities,Expense,8052.91
2024-08-16,Utilities,Revenue,8673.04
2024-05-08,Software Licenses,Revenue,3592.75
2024-09-26,Product Sales,Revenue,2569.85
2024-07-16,Office Rent,Expense,1557.41
2023-09-01,Utilities,Expense,7250.34
2023-11-02,Software Licenses,Revenue,4277.74
2024-05-27,Office Rent,Expense,10828.12
2023-05-17,Utilities,Expense,7457.99
2023-05-29,Software Licenses,Expense,887.89
2024-11-04,Utilities,Expense,2769.68
2023-04-11,Product Sales,Revenue,4896.66
2023-02-25,Office Rent,Revenue,4610.83
2024-02-16,Office Rent,Revenue,9381.24
2023-06-19,Marketing,Expense,1754.01
2023-12-28,Software Licenses,Revenue,3369.55
2024-09-30,Service Fees,Revenue,3646.97
2024-07-24,Salaries,Revenue,8543.04
2024-11-06,Software Licenses,Expense,4288.26
2023-05-01,Office Rent,Expense,2806.42
2024-08-27,Product Sales,Revenue,2304.72
2024-07-28,Marketing,Revenue,8390.19
2023-03-03,Product Sales,Expense,5645.39
2023-04-14,Office Rent,Expense,2121.2
2024-08-23,Salaries,Expense,4328.05
2023-05-18,Software Licenses,Revenue,10216.0
2024-05-16,Office Rent,Revenue,1561.4
2024-06-08,Product Sales,Expense,10159.29
2024-08-29,Utilities,Expense,9229.54
2024-09-01,Utilities,Expense,4355.53
2024-07-30,Software Licenses,Expense,3080.66
2023-03-07,Salaries,Revenue,6623.03
2024-10-03,Office Rent,Revenue,5704.89
2023-05-18,Software Licenses,Expense,8423.86
2024-01-13,Salaries,Expense,3801.15
2024-02-11,Office Rent,Expense,5270.6
2023-03-22,Office Rent,Expense,1827.82
2023-01-23,Utilities,Revenue,8192.55
2023-04-16,Marketing,Revenue,7730.78
2023-06-16,Marketing,Expense,4654.12
2024-03-07,Salaries,Expense,3334.64
2024-08-02,Software Licenses,Expense,6201.47
2024-11-30,Office Rent,Expense,937.76
2023-05-05,Office Rent,Expense,4247.9
2024-04-05,Software Licenses,Expense,10569.47
2023-09-11,Office Rent,Expense,8271.68
2023-01-23,Office Rent,Expense,7857.65
2024-03-07,Software Licenses,Expense,10915.72
2023-05-19,Product Sales,Expense,9914.64
2023-05-23,Utilities,Expense,8967.94
2024-01-11,Service Fees,Revenue,7777.13
2023-12-10,Office Rent,Revenue,2668.3
2024-10-09,Product Sales,Expense,2186.28
2024-06-13,Product Sales,Expense,2125.91
2023-06-03,Marketing,Expense,1949.98
2023-09-25,Utilities,Revenue,6725.35
2024-12-20,Software Licenses,Expense,6485.4
2023-09-06,Software Licenses,Expense,3076.27
2024-09-21,Utilities,Revenue,1450.41
2024-04-07,Marketing,Expense,9355.39
2024-07-16,Service Fees,Expense,9780.48
2022-12-28,Service Fees,Expense,1487.45
2023-08-10,Office Rent,Expense,10390.18
2023-01-10,Software Licenses,Revenue,3233.53
2023-02-20,Product Sales,Expense,1444.86
2023-08-17,Office Rent,Expense,8918.75
2024-01-26,Product Sales,Expense,10009.75
2023-10-04,Utilities,Expense,5447.67
2023-05-04,Product Sales,Revenue,995.73
2023-03-22,Utilities,Expense,7668.36
2023-04-07,Software Licenses,Expense,9461.93
2024-06-16,Software Licenses,Revenue,5107.99
2024-06-29,Salaries,Revenue,10494.1
2023-09-11,Office Rent,Revenue,732.54
2024-12-21,Service Fees,Expense,8012.54
2024-07-04,Software Licenses,Expense,9697.74
2023-04-22,Utilities,Expense,2727.11
2023-01-15,Software Licenses,Expense,2360.77
2024-06-23,Utilities,Revenue,3599.78
2023-03-30,Salaries,Revenue,8467.61
2023-03-19,Salaries,Revenue,624.23
2023-05-07,Utilities,Expense,6612.63
2023-10-25,Service Fees,Revenue,5451.37
2023-09-07,Software Licenses,Expense,4845.65
2023-09-06,Marketing,Expense,5602.87
2024-03-30,Product Sales,Revenue,7332.13
2024-06-09,Service Fees,Expense,10084.41
2024-05-13,Software Licenses,Revenue,5996.65
2024-09-17,Product Sales,Revenue,5043.59
2024-06-22,Utilities,Revenue,6263.46
2023-09-10,Software Licenses,Revenue,3191.94
2023-04-26,Marketing,Expense,6387.95
2024-02-15,Service Fees,Expense,4738.57
2022-12-29,Salaries,Expense,8947.59
2023-02-07,Service Fees,Revenue,9182.31
2023-01-13,Utilities,Expense,4577.26
2023-01-20,Marketing,Expense,3254.63
2024-07-31,Office Rent,Expense,3410.03
2023-05-15,Marketing,Revenue,3660.7
2024-05-06,Marketing,Expense,6800.54
2024-08-14,Salaries,Revenue,9046.28
2023-02-03,Software Licenses,Revenue,5171.8
2023-11-09,Marketing,Expense,7640.93
2023-07-28,Office Rent,Expense,6922.44
2023-03-19,Marketing,Expense,9634.49
2023-04-02,Salaries,Revenue,3795.87
2023-01-30,Utilities,Expense,884.57
2024-09-07,Utilities,Expense,9063.06
2024-10-21,Marketing,Revenue,2333.96
2023-05-07,Utilities,Revenue,5863.21
2023-03-08,Marketing,Expense,9640.16
2024-02-28,Product Sales,Expense,5549.29
2023-05-13,Salaries,Revenue,4334.49
2024-10-22,Utilities,Revenue,5294.99
2023-09-26,Utilities,Expense,7369.7
2023-03-20,Service Fees,Revenue,2426.39
2023-12-19,Utilities,Expense,2592.32
2024-04-11,Marketing,Expense,2094.48
2024-11-09,Salaries,Revenue,3866.01
2024-01-13,Product Sales,Revenue,8645.6
2024-05-19,Office Rent,Expense,3656.62
2024-08-16,Service Fees,Expense,6497.64
2023-09-15,Service Fees,Expense,9564.16
2024-08-30,Software Licenses,Revenue,10212.62
2024-03-11,Office Rent,Expense,2393.38
2023-05-29,Product Sales,Expense,2993.31
2024-09-12,Service Fees,Revenue,8464.97
2023-07-01,Software Licenses,Revenue,6242.35
2023-03-17,Service Fees,Revenue,9149.14
2024-02-06,Salaries,Expense,10021.25
2024-07-12,Service Fees,Revenue,1638.2
2024-04-25,Software Licenses,Revenue,1317.87
2024-11-02,Marketing,Expense,1905.2
2023-01-14,Office Rent,Expense,8689.27
2024-05-24,Service Fees,Expense,7603.25
2023-08-28,Service Fees,Revenue,8144.0
2023-08-30,Product Sales,Revenue,7344.62
2024-10-06,Service Fees,Revenue,8525.94
2024-11-15,Salaries,Revenue,8426.64
2024-01-28,Service Fees,Revenue,1480.42
2024-02-15,Office Rent,Revenue,4451.7
2023-05-08,Salaries,Expense,5141.19
2024-09-22,Office Rent,Revenue,6202.74
2023-06-20,Marketing,Expense,5857.32
2024-11-08,Product Sales,Revenue,8781.32
2024-10-24,Service Fees,Revenue,2313.89
2024-04-03,Marketing,Expense,9481.76
2023-02-03,Salaries,Revenue,9619.41
2024-12-07,Marketing,Expense,8749.54
2024-12-18,Service Fees,Expense,9309.14
2024-02-10,Product Sales,Expense,1315.71
2023-12-03,Office Rent,Revenue,6723.36
2023-07-02,Salaries,Expense,1954.51
2024-12-13,Marketing,Revenue,210.01
2024-04-20,Marketing,Revenue,642.51
2023-12-01,Utilities,Revenue,3789.54
2024-12-02,Software Licenses,Revenue,1738.39
2024-04-19,Utilities,Revenue,1283.35
2023-12-19,Product Sales,Revenue,2756.9
2024-10-07,Marketing,Revenue,3342.82
2023-12-24,Utilities,Expense,9172.62
2023-05-03,Software Licenses,Expense,3075.25
2024-02-25,Product Sales,Expense,1771.99
2023-10-08,Office Rent,Revenue,10044.74
2024-08-16,Office Rent,Revenue,8130.74
2024-11-25,Software Licenses,Revenue,9522.32
2024-04-24,Utilities,Revenue,9355.99
2023-07-22,Service Fees,Revenue,3335.75
2024-03-12,Software Licenses,Expense,9011.21
2024-01-31,Product Sales,Revenue,5253.74
2023-03-07,Salaries,Revenue,591.59
2024-06-28,Service Fees,Expense,2020.89
2024-02-29,Service Fees,Expense,7469.62
2024-12-20,Salaries,Expense,6869.56
2023-04-15,Salaries,Expense,7847.98
2023-03-06,Utilities,Expense,4100.98
2024-12-14,Salaries,Expense,3877.02
2023-05-13,Marketing,Expense,8278.02
2024-09-19,Salaries,Revenue,6983.13
2024-01-13,Product Sales,Revenue,7769.32
2024-02-16,Service Fees,Revenue,1302.29
2023-04-25,Utilities,Expense,2455.76
2023-11-06,Salaries,Expense,3631.41
2023-02-18,Marketing,Revenue,4058.0
2024-10-27,Product Sales,Expense,2594.53
2023-07-24,Utilities,Expense,6733.36
2023-06-01,Product Sales,Revenue,3518.78
2024-08-27,Product Sales,Revenue,1470.44
2023-08-23,Service Fees,Expense,4646.35
2024-09-12,Product Sales,Revenue,3047.13
2023-10-24,Marketing,Revenue,3341.99
2024-03-20,Service Fees,Revenue,6607.64
2023-03-08,Product Sales,Revenue,1149.29
2023-03-27,Salaries,Expense,7728.27
2024-04-04,Product Sales,Revenue,2153.34
2024-06-27,Salaries,Revenue,3253.64
2024-02-08,Marketing,Revenue,7782.46
2023-01-25,Salaries,Expense,9512.35
2024-08-02,Software Licenses,Revenue,9817.45
2024-08-27,Office Rent,Revenue,2373.78
2023-01-04,Office Rent,Revenue,2554.34
2024-08-12,Marketing,Revenue,1252.11
2023-04-01,Software Licenses,Expense,7100.86
2024-08-26,Service Fees,Expense,7724.4
2023-06-29,Service Fees,Expense,9890.3
2023-04-06,Service Fees,Revenue,9436.56
2024-08-13,Service Fees,Expense,9086.7
2024-09-07,Utilities,Expense,2732.82
2023-10-26,Software Licenses,Expense,5395.06
2023-03-05,Product Sales,Revenue,6092.53
2023-08-26,Product Sales,Expense,4413.42
2023-10-18,Utilities,Expense,2693.5
2024-03-31,Marketing,Expense,5101.92
2024-09-05,Product Sales,Expense,5495.73
2024-12-17,Salaries,Expense,4802.18
2023-06-05,Marketing,Expense,5210.11
2024-06-22,Software Licenses,Expense,10093.99
2024-09-25,Salaries,Expense,4828.31
2024-03-02,Utilities,Expense,9247.57
2024-02-24,Utilities,Revenue,3949.55
2024-12-16,Utilities,Revenue,8628.71
2023-01-20,Office Rent,Revenue,8612.68
2023-11-03,Product Sales,Expense,5472.9
2023-04-28,Office Rent,Expense,8430.71
2024-08-25,Software Licenses,Expense,7587.89
2023-09-27,Utilities,Expense,7686.57
2023-09-02,Salaries,Revenue,5291.32
2023-06-01,Salaries,Revenue,10449.96
2023-06-09,Marketing,Revenue,1177.93
2023-02-10,Office Rent,Expense,6112.1
2024-12-09,Office Rent,Expense,9848.65
2024-09-10,Salaries,Expense,1295.9
2023-08-31,Service Fees,Revenue,6910.85
2024-10-27,Office Rent,Expense,1484.63
2024-12-13,Office Rent,Expense,2558.41
2024-09-06,Marketing,Expense,7019.53
2024-09-02,Service Fees,Expense,7971.13
2023-09-18,Office Rent,Revenue,7717.32
2024-03-30,Marketing,Revenue,1855.09
2024-07-08,Salaries,Expense,6268.1
2024-08-29,Office Rent,Revenue,618.68
2023-11-25,Utilities,Revenue,1346.34
2023-08-23,Software Licenses,Revenue,8085.89
2023-06-01,Salaries,Expense,10808.58
2024-03-23,Utilities,Expense,1813.05
2023-01-20,Marketing,Expense,7976.76
2023-11-29,Office Rent,Revenue,9009.28
